id,placeholder1,Lat,Lon,placeholder2
56399,.,7.0,7.833333333333333,.
56417,.,11.066666666666666,7.7,.
56441,.,7.413333333333334,3.9138888888888888,.
56442,.,7.413333333333334,3.9138888888888888,.
56449,.,7.413333333333334,3.9138888888888888,.
56450,.,7.413333333333334,3.9138888888888888,.
56518,.,4.583333333333333,13.683333333333334,.
56520,.,4.583333333333333,13.683333333333334,.
56522,.,4.583333333333333,13.683333333333334,.
56524,.,4.583333333333333,13.683333333333334,.
56526,.,4.583333333333333,13.683333333333334,.
56528,.,4.583333333333333,13.683333333333334,.
56530,.,4.583333333333333,13.683333333333334,.
56532,.,4.583333333333333,13.683333333333334,.
56534,.,4.583333333333333,13.683333333333334,.
56536,.,4.583333333333333,13.683333333333334,.
56538,.,4.583333333333333,13.683333333333334,.
56540,.,4.583333333333333,13.683333333333334,.
56724,.,7.5,3.9,.
56788,.,5.466666666666667,7.016666666666667,.
57127,.,7.0,7.833333333333333,.
57145,.,11.066666666666666,7.7,.
57169,.,7.413333333333334,3.9138888888888888,.
57170,.,7.413333333333334,3.9138888888888888,.
57177,.,7.413333333333334,3.9138888888888888,.
57178,.,7.413333333333334,3.9138888888888888,.
57246,.,4.583333333333333,13.683333333333334,.
57248,.,4.583333333333333,13.683333333333334,.
57250,.,4.583333333333333,13.683333333333334,.
57252,.,4.583333333333333,13.683333333333334,.
57254,.,4.583333333333333,13.683333333333334,.
57256,.,4.583333333333333,13.683333333333334,.
57258,.,4.583333333333333,13.683333333333334,.
57260,.,4.583333333333333,13.683333333333334,.
57262,.,4.583333333333333,13.683333333333334,.
57264,.,4.583333333333333,13.683333333333334,.
57266,.,4.583333333333333,13.683333333333334,.
57268,.,4.583333333333333,13.683333333333334,.
57452,.,7.5,3.9,.
57516,.,5.466666666666667,7.016666666666667,.
